record_id	service_type	source_destination	canonical_destination	placeholders	template_text
standard-0591	Hotel	Kirkjubæjarklaustur	Kirkjubæjarklaustur	BedType;HotelName;MealPlan;RoomCategory;X	Kirkjubæjarklaustur: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0592	Leisure	Kirkjubæjarklaustur	Kirkjubæjarklaustur		Kirkjubæjarklaustur: Spend time at leisure
standard-0593	Transfer	Kirkjubæjarklaustur	Kirkjubæjarklaustur	Destination	Kirkjubæjarklaustur: Self transfer to [Destination]
standard-0594	Transfer	Kirkjubæjarklaustur	Kirkjubæjarklaustur	Destination	Kirkjubæjarklaustur: Private transfer to [Destination]
standard-0595	Coach	Kirkjubæjarklaustur	Kirkjubæjarklaustur	Destination;Time	Kirkjubæjarklaustur: Coach transfer to [Destination] - Time: [Time] - Meeting point: Kirkjubæjarklaustur Bus Station - Includes: Tickets
standard-0596	Hotel	Skaftafell	Skaftafell	BedType;HotelName;MealPlan;RoomCategory;X	Skaftafell: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0597	Leisure	Skaftafell	Skaftafell		Skaftafell: Spend time at leisure
standard-0598	Transfer	Skaftafell	Skaftafell	Destination	Skaftafell: Self transfer to [Destination]
standard-0599	Transfer	Skaftafell	Skaftafell	Destination	Skaftafell: Private transfer to [Destination]
standard-0600	Coach	Skaftafell	Skaftafell	Destination;Time	Skaftafell: Coach transfer to [Destination] - Time: [Time] - Meeting point: Skaftafell Bus Station - Includes: Tickets
standard-0601	Hotel	Jökulsárlón	Jökulsárlón	BedType;HotelName;MealPlan;RoomCategory;X	Jökulsárlón: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0602	Leisure	Jökulsárlón	Jökulsárlón		Jökulsárlón: Spend time at leisure
standard-0603	Transfer	Jökulsárlón	Jökulsárlón	Destination	Jökulsárlón: Self transfer to [Destination]
standard-0604	Transfer	Jökulsárlón	Jökulsárlón	Destination	Jökulsárlón: Private transfer to [Destination]
standard-0605	Coach	Jökulsárlón	Jökulsárlón	Destination;Time	Jökulsárlón: Coach transfer to [Destination] - Time: [Time] - Meeting point: Jökulsárlón Bus Station - Includes: Tickets
standard-0606	Hotel	Höfn	Höfn	BedType;HotelName;MealPlan;RoomCategory;X	Höfn: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0607	Leisure	Höfn	Höfn		Höfn: Spend time at leisure
standard-0608	Transfer	Höfn	Höfn	Destination	Höfn: Self transfer to [Destination]
standard-0609	Transfer	Höfn	Höfn	Destination	Höfn: Private transfer to [Destination]
standard-0610	Flight	Höfn	Höfn	Destination;Time	Höfn: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0611	Coach	Höfn	Höfn	Destination;Time	Höfn: Coach transfer to [Destination] - Time: [Time] - Meeting point: Höfn Bus Station - Includes: Tickets
standard-0612	Hotel	Egilsstaðir	Egilsstaðir	BedType;HotelName;MealPlan;RoomCategory;X	Egilsstaðir: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0613	Leisure	Egilsstaðir	Egilsstaðir		Egilsstaðir: Spend time at leisure
standard-0614	Transfer	Egilsstaðir	Egilsstaðir	Destination	Egilsstaðir: Self transfer to [Destination]
standard-0615	Transfer	Egilsstaðir	Egilsstaðir	Destination	Egilsstaðir: Private transfer to [Destination]
standard-0616	Flight	Egilsstaðir	Egilsstaðir	Destination;Time	Egilsstaðir: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0617	Coach	Egilsstaðir	Egilsstaðir	Destination;Time	Egilsstaðir: Coach transfer to [Destination] - Time: [Time] - Meeting point: Egilsstaðir Bus Station - Includes: Tickets
standard-0618	Hotel	Mývatn	Mývatn	BedType;HotelName;MealPlan;RoomCategory;X	Mývatn: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0619	Leisure	Mývatn	Mývatn		Mývatn: Spend time at leisure
standard-0620	Transfer	Mývatn	Mývatn	Destination	Mývatn: Self transfer to [Destination]
standard-0621	Transfer	Mývatn	Mývatn	Destination	Mývatn: Private transfer to [Destination]
standard-0622	Coach	Mývatn	Mývatn	Destination;Time	Mývatn: Coach transfer to [Destination] - Time: [Time] - Meeting point: Mývatn Bus Station - Includes: Tickets
standard-0623	Hotel	Akureyri	Akureyri	BedType;HotelName;MealPlan;RoomCategory;X	Akureyri: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0624	Leisure	Akureyri	Akureyri		Akureyri: Spend time at leisure
standard-0625	Transfer	Akureyri	Akureyri	Destination	Akureyri: Self transfer to [Destination]
standard-0626	Transfer	Akureyri	Akureyri	Destination	Akureyri: Private transfer to [Destination]
standard-0627	Flight	Akureyri	Akureyri	Destination;Time	Akureyri: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0628	Coach	Akureyri	Akureyri	Destination;Time	Akureyri: Coach transfer to [Destination] - Time: [Time] - Meeting point: Akureyri Bus Station - Includes: Tickets
standard-0629	Hotel	Húsavík	Húsavík	BedType;HotelName;MealPlan;RoomCategory;X	Húsavík: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0630	Leisure	Húsavík	Húsavík		Húsavík: Spend time at leisure
standard-0631	Transfer	Húsavík	Húsavík	Destination	Húsavík: Self transfer to [Destination]
standard-0632	Transfer	Húsavík	Húsavík	Destination	Húsavík: Private transfer to [Destination]
standard-0633	Coach	Húsavík	Húsavík	Destination;Time	Húsavík: Coach transfer to [Destination] - Time: [Time] - Meeting point: Húsavík Bus Station - Includes: Tickets
standard-0634	Hotel	Snæfellsnes	Snæfellsnes	BedType;HotelName;MealPlan;RoomCategory;X	Snæfellsnes: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0635	Leisure	Snæfellsnes	Snæfellsnes		Snæfellsnes: Spend time at leisure
standard-0636	Transfer	Snæfellsnes	Snæfellsnes	Destination	Snæfellsnes: Self transfer to [Destination]
standard-0637	Transfer	Snæfellsnes	Snæfellsnes	Destination	Snæfellsnes: Private transfer to [Destination]
standard-0638	Coach	Snæfellsnes	Snæfellsnes	Destination;Time	Snæfellsnes: Coach transfer to [Destination] - Time: [Time] - Meeting point: Snæfellsnes Bus Station - Includes: Tickets
standard-0639	Hotel	Ísafjörður	Ísafjörður	BedType;HotelName;MealPlan;RoomCategory;X	Ísafjörður: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0640	Leisure	Ísafjörður	Ísafjörður		Ísafjörður: Spend time at leisure
standard-0641	Transfer	Ísafjörður	Ísafjörður	Destination	Ísafjörður: Self transfer to [Destination]
standard-0642	Transfer	Ísafjörður	Ísafjörður	Destination	Ísafjörður: Private transfer to [Destination]
standard-0643	Flight	Ísafjörður	Ísafjörður	Destination;Time	Ísafjörður: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
